
 0.26376,  0.00000, 466.95483, -32.62482,  5.91286,  0.00000
-0.08792, -0.26519, 464.49902, -32.66325,  5.99066,  0.00000
 0.08792, -0.44199, 466.95483, -32.77853,  5.75726,  0.08767
 0.35168, -0.53039, 465.20068, -33.04752,  5.91286,  0.07014
 0.35168, -0.26519, 466.95483, -32.97067,  5.95176,  0.03507
 0.08792, -0.70718, 465.90234, -33.04752,  5.91286,  0.07014
-0.08792, -0.79558, 467.30566, -33.12438,  5.99066,  0.08767
 0.26376, -0.53039, 466.25317, -33.08595,  5.91286,  0.01753
 0.35168, -0.70718, 465.55151, -33.16280,  6.06846,  0.03507
 0.00000, -0.17680, 465.55151, -32.93224,  5.91286, -0.05260
 0.17584, -0.17680, 464.14819, -32.66325,  5.99066,  0.08767
 0.00000, -0.17680, 464.84985, -32.81696,  6.14626,  0.08767
 0.35168, -0.17680, 466.60400, -32.85538,  6.02956,  0.07014
 0.17584, -0.26519, 463.44653, -32.85538,  5.95176,  0.10521
 0.61545, -0.44199, 464.49902, -32.85538,  5.75726,  0.14027
 0.43961, -0.79558, 463.79736, -32.89381,  5.87396,  0.08767
 0.35168, -1.14917, 463.09570, -32.85538,  5.95176,  0.10521
 0.17584, -0.88398, 464.84985, -32.93224,  6.06846,  0.07014
 0.35168, -1.06078, 465.20068, -32.77853,  6.14626,  0.08767
 0.52753, -1.14917, 465.20068, -32.70168,  5.95176,  0.07014
 0.52753, -0.17680, 463.09570, -32.50954,  6.14626,  0.01753
 0.35168, -0.26519, 462.74487, -32.66325,  6.18516,  0.00000
 0.08792, -0.35359, 465.90234, -32.58640,  6.06846,  0.05260
 0.00000, -0.26519, 463.44653, -32.47112,  6.22406,  0.00000
 0.26376, -0.35359, 464.49902, -32.62482,  6.41856,  0.03507
 0.17584, -0.61879, 464.49902, -32.39426,  6.41856,  0.05260
 0.08792, -0.70718, 466.25317, -32.70168,  6.41856,  0.07014
 0.52753, -0.79558, 465.90234, -32.50954,  6.53526,  0.01753
 0.26376, -0.79558, 464.49902, -32.50954,  6.84647,  0.01753
 0.00000, -0.97238, 466.60400, -32.47112,  6.84647,  0.00000
 0.08792, -0.53039, 463.79736, -32.39426,  6.69086,  0.03507
 0.17584, -0.53039, 463.79736, -32.24055,  6.69086,  0.05260
 0.35168, -0.26519, 465.20068, -32.24055,  7.07987, -0.03507
 0.17584, -0.26519, 464.84985, -31.93313,  7.27437,  0.07014
-0.08792, -0.44199, 464.14819, -31.89470,  7.39107,  0.03507
 0.17584, -0.35359, 464.84985, -31.93313,  7.31327,  0.01753
-0.17584,  0.08840, 464.14819, -31.74099,  7.54667,  0.00000
-0.35168, -0.53039, 465.90234, -31.74099,  7.78008, -0.01753
-0.43961, -0.26519, 464.49902, -31.66414,  7.93568, -0.03507
-0.61545, -0.35359, 464.84985, -31.85628,  7.97458,  0.00000
-0.43961, -0.26519, 464.14819, -31.77942,  8.05238,  0.03507
-0.70337, -0.17680, 464.84985, -31.81785,  8.16908,  0.07014
-0.43961, -0.35359, 463.44653, -31.74099,  8.24688,  0.01753
-0.52753, -0.35359, 464.14819, -31.77942,  8.13018, -0.01753
-0.61545, -0.26519, 464.14819, -31.58728,  8.44138, -0.01753
-0.79129, -0.35359, 463.79736, -31.62571,  8.24688,  0.03507
-0.96713,  0.00000, 464.84985, -31.66414,  8.44138, -0.01753
-0.79129, -0.08840, 464.49902, -31.47200,  8.59698,  0.03507
-0.79129, -0.26519, 466.25317, -31.43357,  8.55808, -0.01753
-0.43961,  0.17680, 465.20068, -31.31829,  8.71368,  0.05260
-0.70337,  0.00000, 466.25317, -31.20301,  8.48028,  0.07014
-0.87921,  0.00000, 465.90234, -31.24144,  8.83039,  0.00000
-0.52753,  0.17680, 465.55151, -30.97245,  8.67478, -0.03507
-0.61545,  0.79558, 465.20068, -30.47289,  8.67478,  0.00000
-0.61545,  0.70718, 464.84985, -30.39604,  8.63588,  0.05260
-0.52753,  1.23757, 464.14819, -30.08862,  8.51918,  0.05260
-0.17584,  0.97238, 464.14819, -29.74277,  8.67478,  0.07014
-0.35168,  1.23757, 464.49902, -29.51221,  8.75258,  0.05260
-0.43961,  1.32597, 463.79736, -29.39693,  8.79148,  0.05260
-0.43961,  1.23757, 466.60400, -29.51221,  8.98599,  0.08767
-0.61545,  1.76796, 463.44653, -29.24322,  9.06379,  0.01753
-0.96713,  1.67956, 465.20068, -29.08951,  9.21939,  0.05260
-0.70337,  1.23757, 464.84985, -28.97422,  9.25829,  0.00000
-0.79129,  1.50277, 465.20068, -28.89737,  9.29719,  0.07014
-0.26376,  1.50277, 463.09570, -29.01265,  9.37499,  0.00000
-0.52753,  1.41437, 464.84985, -28.93580,  9.41389,  0.03507
-0.70337,  1.76796, 465.90234, -28.93580,  9.56949, -0.01753
-0.61545,  1.59116, 465.20068, -28.85894,  9.72509, -0.01753
-0.61545,  1.41437, 465.90234, -28.82051,  9.68619, -0.03507
-0.08792,  1.67956, 464.49902, -28.66681,  9.56949,  0.01753
-0.79129,  1.59116, 465.20068, -28.78209,  9.68619, -0.01753
-0.61545,  1.50277, 463.79736, -28.78209,  9.76399, -0.01753
-0.79129,  1.67956, 464.84985, -28.74366,  9.72509, -0.01753
-0.70337,  1.23757, 463.09570, -28.66681,  9.84179, -0.10521
-0.61545,  1.14917, 462.74487, -28.66681,  9.80289, -0.08767
-0.87921,  1.41437, 463.79736, -28.58995,  9.91960, -0.12274
-0.79129,  1.67956, 464.14819, -28.51310,  9.88070, -0.07014
-0.87921,  1.32597, 463.09570, -28.55153,  9.99740, -0.03507
-0.43961,  1.85636, 464.14819, -28.55153,  9.91960, -0.10521
-0.87921,  1.67956, 465.90234, -28.66681, 10.15300, -0.07014
-0.70337,  1.23757, 464.14819, -28.58995,  9.99740, -0.05260
-0.79129,  1.67956, 464.49902, -28.55153,  9.99740, -0.07014
-0.61545,  1.50277, 467.30566, -28.66681, 10.07520,  0.01753
-0.79129,  1.14917, 465.90234, -28.70523, 10.07520,  0.00000
-0.70337,  1.50277, 464.49902, -28.66681, 10.30860, -0.03507
-1.14297,  1.41437, 465.20068, -28.82051, 10.34750, -0.03507
-1.14297,  1.14917, 465.55151, -28.66681, 10.30860, -0.10521
-0.79129,  1.41437, 464.49902, -28.74366, 10.23080, -0.10521
-0.96713,  1.14917, 465.90234, -28.55153, 10.19190,  0.01753
-1.23090,  1.85636, 464.49902, -28.35939, 10.23080, -0.10521
-1.14297,  1.41437, 465.20068, -28.32096, 10.34750, -0.07014
-0.79129,  2.03315, 464.14819, -28.32096, 10.23080, -0.10521
